"Startup Name","Industry","Funding Rounds","Investment Amount (USD)","Valuation (USD)","Number of Investors","Country","Year Founded","Growth Rate (%)"
"Startup_701","EdTech","7","1519129850.55","6519210332.3383","38","Germany","2021","198.59"
"Startup_702","Fintech","4","1559288997.51","7386040952.3282","38","Canada","2010","72.53"
"Startup_703","Blockchain","6","686421648.97","2181631647.3344","10","Australia","2003","168.19"
"Startup_704","HealthTech","4","3575059268.99","8052581192.5628","30","India","2023","98.75"
"Startup_705","Blockchain","10","3066791010.76","5102449787.986","44","UK","2013","13"
"Startup_706","AI","10","2380507946.21","5022511921.4644","8","Germany","2023","34.11"
"Startup_707","E-commerce","7","2459250919.37","10340387400.282","42","Canada","2009","70.11"
"Startup_708","SaaS","2","3983119019.04","17142271393.528","33","Canada","2011","185.72"
"Startup_709","Biotech","8","1712755340.86","3797041044.1723","11","Australia","2002","116.26"
"Startup_710","SaaS","1","3340949323.77","13464602734.608","19","India","2003","55.25"
"Startup_711","SaaS","5","78637534.66","372803982.62361","20","India","2011","147.43"
"Startup_712","AI","5","2383039147.5","7139073448.0111","49","UK","2016","37.44"
"Startup_713","AI","2","1783223268.88","3706417110.0757","13","Brazil","2001","7.97"
"Startup_714","E-commerce","1","2982691762.55","10306458544.638","2","France","2015","179.07"
"Startup_715","E-commerce","6","1093241948.57","3389513750.1366","16","UK","2016","118.01"
"Startup_716","Fintech","1","3337607569.66","5635671248.7818","45","Brazil","2002","67.18"
"Startup_717","E-commerce","9","3444311714.14","17055895312.943","9","India","2010","76.37"
"Startup_718","Blockchain","10","925724593.84","3953597404.5359","30","USA","2006","160.53"
"Startup_719","Fintech","10","3995720766.01","13742682225.238","29","China","2004","181.77"
"Startup_720","AI","9","3442587076.73","13158374556.866","39","USA","2000","113.54"
"Startup_721","HealthTech","9","2821099258.65","8878542862.157","49","USA","2000","18.43"
"Startup_722","Biotech","9","1289065409.72","3241085414.0286","2","UK","2023","103.7"
"Startup_723","SaaS","4","1750494162.52","4417934383.7491","41","Singapore","2004","111.72"
"Startup_724","Biotech","3","1181413051.34","5419570702.5546","42","Brazil","2003","111.49"
"Startup_725","Biotech","1","4075239773.34","7853770091.0803","19","France","2002","33.9"
"Startup_726","Fintech","5","1010505505.22","2121381530.8521","18","Australia","2006","157.47"
"Startup_727","EdTech","6","3332676427.61","15432752343.757","3","Germany","2016","41.21"
"Startup_728","Biotech","2","4243364284.79","6855153141.8346","25","Singapore","2014","29.4"
"Startup_729","Blockchain","6","2567458156.19","8806581762.8246","8","Canada","2018","5.4"
"Startup_730","SaaS","1","3993720150.34","13687942761.503","43","UK","2015","36.12"
"Startup_731","Fintech","6","3181553757.57","11170767570.771","3","Singapore","2016","171.32"
"Startup_732","Blockchain","8","4677150594.33","20967957153.355","13","Brazil","2006","22.57"
"Startup_733","E-commerce","6","1432059069.56","4767869000.3827","34","India","2023","93.76"
"Startup_734","E-commerce","1","3280633009.39","13413756197.802","11","Singapore","2022","105.7"
"Startup_735","SaaS","3","4674947919.16","20894647406.357","4","UK","2023","55.35"
"Startup_736","HealthTech","3","4627806382.22","17186628435.058","15","Australia","2021","6.58"
"Startup_737","E-commerce","7","3617663776.76","12335851872.034","48","France","2002","132.79"
"Startup_738","HealthTech","9","1453221184.16","2655712017.544","15","UK","2014","61.3"
"Startup_739","EdTech","9","1543008236.1","4297699631.0033","33","UK","2014","102.93"
"Startup_740","Fintech","1","2397077430.39","6161496270.5087","42","Brazil","2008","100.61"
"Startup_741","EdTech","8","696654584.76","1621691695.4269","1","Canada","2013","142.3"
"Startup_742","E-commerce","3","3899128537.67","12110300261.567","45","Canada","2021","120.09"
"Startup_743","AI","4","864883889.15","2533064140.1122","45","USA","2007","101.65"
"Startup_744","AI","7","1637681687.59","4407246880.2219","2","Canada","2015","145.77"
"Startup_745","EdTech","8","4583927864.89","13229969008.349","27","Canada","2010","37.71"
"Startup_746","Blockchain","4","1794469639.32","5455291714.6678","6","Germany","2002","197.53"
"Startup_747","EdTech","3","438599976.49","1705156919.6443","9","India","2006","129.29"
"Startup_748","AI","6","2110400420.2","9301001368.7139","31","Singapore","2001","83.42"
"Startup_749","EdTech","5","436934336.4","1140626885.1445","10","Brazil","2013","14.53"
"Startup_750","SaaS","4","2061135938.53","8326340850.891","17","USA","2020","172.28"
"Startup_751","HealthTech","8","1951400202.35","3816980424.2892","29","Australia","2005","7.89"
"Startup_752","EdTech","10","2141874604.53","7413355868.9041","45","USA","2001","143.64"
"Startup_753","SaaS","7","4725700984.97","14263249513.954","16","Australia","2011","90.76"
"Startup_754","HealthTech","9","2036515936.55","8201401204.4275","39","USA","2020","141.54"
"Startup_755","Biotech","7","2266931758.18","8067665221.4635","26","Germany","2004","125.84"
"Startup_756","Biotech","5","114452314.7","250966674.3712","45","UK","2004","118.23"
"Startup_757","HealthTech","3","4207430916.07","7704122803.6365","16","Canada","2000","101.34"
"Startup_758","SaaS","3","4225751065.51","11165308278.406","2","UK","2013","165.24"
"Startup_759","E-commerce","1","1334730352.82","2155732435.5669","13","India","2023","137.24"
"Startup_760","E-commerce","2","2223278646","5266135277.5552","35","China","2011","120.37"
"Startup_761","Blockchain","7","1061105298.74","4239941128.0494","11","China","2019","171.71"
"Startup_762","Biotech","2","1186730719.04","4423525150.106","22","Germany","2023","108.62"
"Startup_763","HealthTech","7","4216783557.73","15074285335.49","8","Australia","2013","141.75"
"Startup_764","Blockchain","6","3236008320.4","14838791642.138","16","China","2012","178.71"
"Startup_765","Fintech","7","712627979.63","3241180304.5573","28","Germany","2004","97.17"
"Startup_766","E-commerce","5","3637147952.01","5704268583.1196","6","Australia","2020","62.1"
"Startup_767","Blockchain","7","4488961712.36","20746251718.494","20","Singapore","2007","122.07"
"Startup_768","HealthTech","10","288363764.13","760022416.1312","29","India","2010","128.38"
"Startup_769","E-commerce","3","1782762826.31","4181657611.9273","13","Germany","2023","184.1"
"Startup_770","HealthTech","1","1206569652.65","1909225286.7063","12","Canada","2005","128.51"
"Startup_771","HealthTech","10","324895969.96","714034657.00468","42","France","2006","69.25"
"Startup_772","AI","10","3857112593.8","19237200949.438","2","China","2014","186.36"
"Startup_773","AI","1","2947409789.14","5797465284.2819","30","Brazil","2011","196.48"
"Startup_774","SaaS","5","4785225036.59","20268954491.52","47","India","2007","10.63"
"Startup_775","SaaS","1","2220846618.09","11028499994.26","13","USA","2020","76.36"
"Startup_776","SaaS","5","4526670285.24","15600914909.206","19","USA","2019","11.88"
"Startup_777","HealthTech","4","3693357373.81","5627164620.5735","32","Australia","2010","15.91"
"Startup_778","SaaS","3","4863643235.1","16115712909.495","10","UK","2003","76.07"
"Startup_779","AI","9","1042481491.97","4863043554.5221","5","Singapore","2013","147.08"
"Startup_780","EdTech","9","716150350.72","1744478580.3456","14","USA","2011","70.05"
"Startup_781","Fintech","6","1338596177.91","3494744838.0871","43","Brazil","2014","122.38"
"Startup_782","E-commerce","6","1393273685.24","4286929905.2411","21","Canada","2009","17.8"
"Startup_783","SaaS","8","3407115980.8","12070734335.505","14","China","2005","80.86"
"Startup_784","Biotech","5","2981069578.67","12440342810.617","35","Australia","2003","32.69"
"Startup_785","HealthTech","4","3910872070.77","18514331401.744","34","France","2014","65.69"
"Startup_786","Biotech","8","2632788162.1","6931884866.4359","34","France","2000","156.92"
"Startup_787","E-commerce","9","522417002.41","1595541345.0563","19","Singapore","2018","112.56"
"Startup_788","EdTech","3","2463335220.32","4647813720.5742","14","Canada","2020","175.57"
"Startup_789","AI","9","3717184830.12","11631925288.394","32","UK","2007","29.27"
"Startup_790","E-commerce","3","4850128777.22","24227316609.483","28","China","2011","48.54"
"Startup_791","Fintech","10","3039690248.62","11738228748.483","28","Brazil","2021","183.24"
"Startup_792","E-commerce","8","4925150467.34","8930736672.7916","10","USA","2020","105.59"
"Startup_793","E-commerce","8","963059011.71","2191163867.1816","11","UK","2004","31.54"
"Startup_794","AI","4","1576494887.42","7000879870.2335","1","UK","2013","97.17"
"Startup_795","AI","8","1720229216.95","4573190700.4537","35","Australia","2012","178.08"
"Startup_796","E-commerce","3","3192468076.04","7908306143.158","20","Singapore","2012","136.38"
"Startup_797","Biotech","9","1299745816.83","4885145837.9882","34","France","2002","64.49"
"Startup_798","Fintech","3","2966488910","14503480959.579","23","China","2009","192.15"
"Startup_799","EdTech","6","4888882479.11","12229511879.935","22","UK","2014","130.99"
"Startup_800","EdTech","2","4877588276.22","17821965715.477","47","USA","2019","104.36"
"Startup_801","SaaS","5","2889353785.97","12387812904.427","21","Australia","2007","155.59"
"Startup_802","EdTech","8","814848454.31","2626017619.3009","29","Singapore","2014","24.34"
"Startup_803","HealthTech","4","4181102837.53","20209459392.222","17","USA","2022","144.55"
"Startup_804","Biotech","1","1102610","1722547.1657381","2","Singapore","2018","22.46"
"Startup_805","HealthTech","1","3347822769.08","12295999194.035","18","Germany","2023","155.32"
"Startup_806","E-commerce","10","358109417.61","1094742537.3495","35","USA","2007","121.77"
"Startup_807","Blockchain","6","4012132675.84","15941960898.235","11","India","2012","85.38"
"Startup_808","HealthTech","4","88082412.36","403191531.94835","35","Germany","2002","150.13"
"Startup_809","AI","10","1629998785.11","6481475081.5074","21","Canada","2021","61.93"
"Startup_810","Fintech","4","4772532771.42","20024695318.35","46","Australia","2019","98.9"
"Startup_811","Fintech","9","589413680.67","1668240220.6561","31","Germany","2003","110.51"
"Startup_812","E-commerce","7","3956730483.49","13776820521.322","8","China","2006","32.13"
"Startup_813","HealthTech","5","2123053701.46","6663507234.849","33","Brazil","2001","55.7"
"Startup_814","E-commerce","5","368353992.41","969553026.13046","37","India","2016","153.3"
"Startup_815","E-commerce","3","3144450545.01","7087168197.6192","19","Canada","2009","100.08"
"Startup_816","EdTech","4","564471565.02","1866708976.5672","47","Australia","2019","89.59"
"Startup_817","EdTech","6","1868236225.09","6623683870.661","39","USA","2000","14.21"
"Startup_818","SaaS","6","1750469096.96","2721957328.4522","34","Germany","2000","129.52"
"Startup_819","Biotech","2","2493517364.54","4629582040.5247","34","UK","2008","153.81"
"Startup_820","Fintech","10","2144870953.39","3267823311.8772","25","Brazil","2004","115.88"
"Startup_821","HealthTech","2","2650029187.95","12263876376.382","9","Brazil","2021","47.32"
"Startup_822","SaaS","8","1467722242.37","7003124959.158","36","France","2009","130.42"
"Startup_823","Biotech","8","3289096594.76","12081019076.91","10","India","2020","178.71"
"Startup_824","Biotech","6","3887570335.61","12746525378.026","31","Canada","2021","108.69"
"Startup_825","AI","6","4586699946.29","19682330326.794","37","Germany","2003","69.79"
"Startup_826","Fintech","9","4916905405.43","10411023819.339","27","Australia","2008","62.91"
"Startup_827","E-commerce","7","2274745045.02","5690218957.0765","5","UK","2013","17.95"
"Startup_828","HealthTech","4","2251257047.56","3769937449.8369","37","India","2013","19.68"
"Startup_829","HealthTech","1","472991602.63","1528059718.9999","41","Australia","2010","6.96"
"Startup_830","SaaS","2","1770607398.38","5212612163.1039","37","France","2020","36"
"Startup_831","HealthTech","1","4346129452.3","20316608026.978","46","Brazil","2012","118.47"
"Startup_832","HealthTech","4","2142742328.71","6142938215.6267","29","India","2015","129.11"
"Startup_833","E-commerce","7","3058582049.03","12444991459.358","13","Brazil","2002","114.37"
"Startup_834","SaaS","5","728796593.83","3109050521.9611","20","UK","2018","114.08"
"Startup_835","Fintech","9","1340497229.38","3194528924.0383","9","Australia","2013","78.73"
"Startup_836","Blockchain","5","881611828.63","2104784468.1631","25","USA","2023","29.38"
"Startup_837","EdTech","8","454827680.84","1153175920.9153","9","China","2008","172.03"
"Startup_838","Biotech","7","1762650847.76","4958774151.9508","47","China","2018","153.55"
"Startup_839","Fintech","10","2513472813.8","8344974657.7884","26","Canada","2008","188.26"
"Startup_840","SaaS","3","3672196223.49","13599329416.544","25","China","2008","142"
"Startup_841","EdTech","9","1152819067.29","3548591788.3573","12","Germany","2014","118.53"
"Startup_842","Fintech","10","1573823434.24","5277699960.9758","47","Brazil","2018","40.06"
"Startup_843","HealthTech","8","159567350.14","318238569.8596","43","India","2017","44.41"
"Startup_844","AI","7","3867321960.54","8539303988.754","1","China","2006","97.26"
"Startup_845","Biotech","8","4096127626.55","8960387993.1652","8","France","2000","190.6"
"Startup_846","E-commerce","8","4321019502.08","16739425151.118","32","Singapore","2023","191.44"
"Startup_847","EdTech","8","4631066329.02","22142699388.947","2","USA","2014","121.25"
"Startup_848","Blockchain","4","42886462.35","110959029.3391","45","Germany","2019","148.32"
"Startup_849","EdTech","2","1666535987.5","7638403529.5319","8","Canada","2022","87.71"
"Startup_850","Biotech","7","3266671944.74","6338976928.0692","27","France","2020","12.58"
"Startup_851","Blockchain","8","1222647578.06","3024034895.9212","27","China","2002","197.61"
"Startup_852","Biotech","7","1806971205.27","5422096764.5917","21","China","2002","126.46"
"Startup_853","HealthTech","10","1928050551.81","7015325931.1088","32","Singapore","2022","116.2"
"Startup_854","E-commerce","6","4281522249.72","19783842261.943","10","France","2008","106.97"
"Startup_855","AI","1","2970540518.54","14006089045.828","34","Canada","2010","101.26"
"Startup_856","Fintech","9","2484586807.64","9879870115.1444","19","Germany","2012","178.72"
"Startup_857","SaaS","5","3151055250.34","9596301787.4468","32","France","2005","188.23"
"Startup_858","Biotech","7","4479419649.52","19787930688.882","36","UK","2009","153.93"
"Startup_859","Blockchain","6","4937817434.28","19348635377.634","21","USA","2021","176.63"
"Startup_860","HealthTech","3","56283757.1","239360573.36326","47","China","2019","116.68"
"Startup_861","Biotech","4","2986829661.1","11698924236.449","29","Singapore","2008","67.69"
"Startup_862","AI","6","4587590977.53","7276051681.7053","18","Germany","2002","23.68"
"Startup_863","SaaS","1","3099878968.79","11300366793.219","22","China","2020","56.98"
"Startup_864","SaaS","6","1887188098.19","6665066058.8377","32","China","2013","59.62"
"Startup_865","Blockchain","4","2490109094.08","7120684055.9953","31","Singapore","2018","12.52"
"Startup_866","E-commerce","2","3099715966.49","14601101823.561","18","Germany","2023","185.51"
"Startup_867","SaaS","4","3080340948.04","11769255258.6","30","Germany","2013","180.73"
"Startup_868","Blockchain","5","4858208113.34","9592015082.0796","47","Brazil","2007","17.5"
"Startup_869","EdTech","7","2822367807.52","8629702400.9084","7","Canada","2019","44.37"
"Startup_870","HealthTech","10","2290073610.72","9687195660.6627","35","Australia","2002","162.05"
"Startup_871","E-commerce","10","2911527067.29","7204953873.2818","50","France","2023","112.67"
"Startup_872","AI","6","336103696.09","1477518611.2451","2","USA","2001","82.66"
"Startup_873","E-commerce","2","3539596939.7","11492613399.333","47","UK","2005","28.97"
"Startup_874","Blockchain","10","4334957708.1","13740817490.361","50","Singapore","2021","37.35"
"Startup_875","Fintech","1","3102988413.35","13323847176.139","28","Australia","2007","26.4"
"Startup_876","EdTech","8","3163866715.62","6195439408.9708","26","Australia","2017","70.31"
"Startup_877","Biotech","3","2698229343.96","9701039740.6552","44","Brazil","2007","35.35"
"Startup_878","Blockchain","8","1914241710.67","8748622846.5542","50","Singapore","2007","67.07"
"Startup_879","E-commerce","9","600633160.26","1278804439.1629","19","France","2017","97.21"
"Startup_880","E-commerce","3","2844188998.29","13092550888.609","47","Australia","2022","47.99"
"Startup_881","E-commerce","8","1174483888.16","5248743934.0246","40","Canada","2019","143.69"
"Startup_882","E-commerce","5","2305335351.12","6013926837.0299","20","Canada","2023","149.41"
"Startup_883","SaaS","6","1126128239.2","5364102027.0499","37","Germany","2017","161.9"
"Startup_884","EdTech","7","1942325719.42","6199397563.2542","47","China","2003","76.7"
"Startup_885","Blockchain","2","1981552718.55","5082834045.0514","37","China","2005","149.77"
"Startup_886","AI","5","3982961566.52","14725180899.986","42","Australia","2016","74.57"
"Startup_887","E-commerce","2","3648208832.82","12582443641.168","41","France","2006","153.03"
"Startup_888","Fintech","5","4520792983.39","13889240912.351","5","France","2023","152.69"
"Startup_889","Biotech","4","4240350719.49","13944342393.488","17","USA","2005","125.99"
"Startup_890","Biotech","8","2568989811.8","7550233333.2912","33","China","2011","134.43"
"Startup_891","E-commerce","8","1807464327.8","7065970861.0852","10","UK","2005","38.34"
"Startup_892","SaaS","1","997609258.39","4513558916.3252","33","China","2020","117.98"
"Startup_893","AI","5","4793412793.51","10015110009.983","16","Singapore","2012","125.93"
"Startup_894","EdTech","4","2795352252.64","5438621050.6817","20","UK","2017","161.01"
"Startup_895","Fintech","10","1784798964.52","3033041638.0033","26","USA","2021","99.7"
"Startup_896","Fintech","5","381262119.69","906762451.7208","36","UK","2020","117.41"
"Startup_897","SaaS","9","3387783132.2","16461493377.819","17","USA","2001","149.93"
"Startup_898","Fintech","5","4300074658.17","14423181396.913","26","Germany","2000","52.74"
"Startup_899","Biotech","1","4081238216.2","9160567866.1954","19","Germany","2017","33.42"
"Startup_900","SaaS","6","4621471412.17","10277066218.29","41","China","2023","121.97"
"Startup_901","Blockchain","7","3762262935.04","11718032309.638","6","Singapore","2019","197.96"
"Startup_902","Fintech","5","4908623300.15","10218410599.39","16","Australia","2009","199.87"
"Startup_903","HealthTech","2","3114651005.26","8562475542.5654","39","France","2006","59.42"
"Startup_904","E-commerce","2","3431070032.32","8976810331.1505","47","India","2009","166.01"
"Startup_905","Blockchain","1","3107098779.21","14324323298.751","42","USA","2012","59.18"
"Startup_906","HealthTech","4","4617302940.24","8312794745.3054","19","France","2019","18.74"
"Startup_907","SaaS","3","427013683.37","711151326.6655","7","Canada","2015","115.38"
"Startup_908","HealthTech","2","3415500382.27","12144827341.347","16","France","2005","123.31"
"Startup_909","EdTech","6","2647982748.94","12172598307.748","17","Australia","2011","199.75"
"Startup_910","AI","10","535191102.69","1893260411.126","47","Singapore","2003","36.56"
"Startup_911","Blockchain","7","816153710.46","3767509151.3553","46","UK","2012","68.31"
"Startup_912","Biotech","10","2453609941.9","9757274269.5116","34","France","2023","48.03"
"Startup_913","E-commerce","9","37537878.77","133681862.00233","7","Singapore","2017","10.83"
"Startup_914","EdTech","7","3206666399.48","12819761221.505","11","France","2018","69.49"
"Startup_915","AI","2","2040518740.57","7597406870.0566","34","France","2018","53.56"
"Startup_916","EdTech","3","1976157466.43","5905848959.3048","50","Brazil","2004","60.95"
"Startup_917","Biotech","1","3395728565.95","16508016355.305","2","Brazil","2016","196.46"
"Startup_918","HealthTech","4","1765263374.31","6199695973.5352","7","USA","2020","185.44"
"Startup_919","Fintech","9","4933287255.17","17796609457.171","18","UK","2007","106.47"
"Startup_920","AI","7","1223184803.27","3361988631.4572","32","Australia","2017","70.99"
"Startup_921","Blockchain","1","4416267157.27","7068011181.7646","33","USA","2001","125.79"
"Startup_922","SaaS","1","3669575603.33","18057953791.108","26","France","2003","136.79"
"Startup_923","HealthTech","3","4078647305.38","6770675008.8733","22","Brazil","2008","28.12"
"Startup_924","HealthTech","3","171820767.54","312922644.21119","17","Australia","2003","52.2"
"Startup_925","Blockchain","10","1388849829.39","4779846928.4215","31","Germany","2010","15.42"
"Startup_926","AI","8","2731808996.8","8920548333.1475","25","China","2008","58.22"
"Startup_927","Fintech","5","3920232039.54","15484135182.358","50","Australia","2021","145.85"
"Startup_928","AI","2","2236298274.98","5233424793.2871","37","Australia","2001","182.16"
"Startup_929","Blockchain","5","4556111413.16","11006387714.303","42","India","2013","7.68"
"Startup_930","E-commerce","10","4630530676.15","20145239330.983","11","Brazil","2010","60.79"
"Startup_931","AI","9","4685425192.54","15914253007.196","46","Brazil","2015","159.96"
"Startup_932","AI","1","4377470007.44","7136625120.8495","32","Germany","2012","187.56"
"Startup_933","SaaS","2","1564835977.19","4998563618.2819","47","UK","2003","90.77"
"Startup_934","Blockchain","2","3689264435.57","9477815353.0539","19","Germany","2008","156.34"
"Startup_935","EdTech","5","1571446962.45","4443374468.1707","48","Canada","2021","125.49"
"Startup_936","Fintech","8","3566456111.71","8153414283.461","37","India","2008","99.87"
"Startup_937","Fintech","6","213294016.99","723873700.44535","37","Australia","2021","184.21"
"Startup_938","AI","9","4014044143.59","16914285764.444","29","Germany","2015","32.07"
"Startup_939","SaaS","3","626638488.26","1339976644.1079","22","UK","2008","52.84"
"Startup_940","HealthTech","5","3750039567.67","18589682684.311","29","Germany","2001","99.99"
"Startup_941","Biotech","2","339030991.72","1546156806.25","33","Singapore","2006","186.48"
"Startup_942","Blockchain","1","2274615487.06","9366419355.0706","41","UK","2021","153.71"
"Startup_943","Fintech","4","4718894347.94","18724658409.356","40","China","2018","193.29"
"Startup_944","EdTech","9","4424678388.99","16091679086.961","31","Brazil","2012","193.64"
"Startup_945","Fintech","9","49931150.23","140892416.04859","44","China","2015","157.58"
"Startup_946","HealthTech","10","3121077218.23","9924831869.8084","33","Canada","2001","138.42"
"Startup_947","EdTech","6","544012434.84","2419780139.7464","6","Brazil","2015","39.89"
"Startup_948","Biotech","6","587255272.48","2027899619.1368","32","UK","2017","16.01"
"Startup_949","EdTech","4","1502364818.97","3931654565.786","34","Germany","2003","69.66"
"Startup_950","EdTech","2","2842535153.34","4692585152.6781","41","UK","2008","25.79"
"Startup_951","Fintech","8","426434010.31","1995921898.4305","26","Australia","2006","165.68"
"Startup_952","EdTech","9","1144695289.33","5198059449.1508","22","UK","2020","198.12"
"Startup_953","SaaS","3","3249939276.72","10758581581.268","4","China","2007","15.62"
"Startup_954","Biotech","1","3738175348.1","6484735741.0515","24","Germany","2011","159.48"
"Startup_955","SaaS","3","1499603313.48","3881589718.4948","35","UK","2020","190.4"
"Startup_956","SaaS","1","3273266482.95","15696039481.456","5","India","2000","72.07"
"Startup_957","SaaS","9","4062390180.82","14953274621.602","9","Canada","2003","102.05"
"Startup_958","Biotech","10","3818835304.18","10653899123.23","25","Brazil","2022","8.04"
"Startup_959","Blockchain","5","4336795362.81","9005589086.6591","16","Singapore","2005","151.1"
"Startup_960","SaaS","9","4422194099.16","15172780139.982","30","India","2015","28.19"
"Startup_961","AI","10","3718199851.53","8040288169.364","16","USA","2020","97.75"
"Startup_962","HealthTech","1","530836845.26","2057214753.7066","31","Brazil","2020","146.66"
"Startup_963","E-commerce","6","4179193499.85","8169693570.8099","22","Brazil","2010","57.19"
"Startup_964","Blockchain","1","2943783745.27","9021166006.6033","38","Singapore","2000","151.02"
"Startup_965","E-commerce","8","2132931946.4","6134455271.3276","30","India","2006","177.36"
"Startup_966","HealthTech","10","421178756.22","1266495898.261","5","Australia","2011","148.6"
"Startup_967","HealthTech","3","3144490139.66","9779923107.1897","41","Germany","2017","100.35"
"Startup_968","Blockchain","6","4150181010.06","16321915338.42","42","France","2000","120.92"
"Startup_969","HealthTech","6","1269002545.41","4466234072.0611","29","UK","2023","17.72"
"Startup_970","SaaS","6","2893874892.6","11901181635.781","39","China","2012","175.17"
"Startup_971","Fintech","3","74219560.34","340925365.26653","20","Singapore","2008","147.24"
"Startup_972","Blockchain","2","4601955538.94","15460419097.945","16","France","2007","67.79"
"Startup_973","SaaS","2","173957990.51","587549110.8676","40","Germany","2003","114.9"
"Startup_974","E-commerce","8","936846910.38","3257019254.9687","27","UK","2006","135.48"
"Startup_975","SaaS","8","3255740970.58","11201974981.617","37","Australia","2003","116.65"
"Startup_976","Blockchain","4","4017026654.58","8792705520.7871","29","Australia","2001","16.38"
"Startup_977","AI","3","2748747803.67","9272452687.8576","50","Brazil","2004","136.17"
"Startup_978","AI","10","4672842742.11","22886560985.466","40","Brazil","2022","181.58"
"Startup_979","Fintech","8","1475432806.43","3678840647.2958","32","France","2002","28.96"
"Startup_980","EdTech","1","4413410620.87","19553476423.779","24","China","2019","6.38"
"Startup_981","Fintech","10","347679653.09","1011220427.3266","49","India","2020","39.22"
"Startup_982","E-commerce","1","3322242859.57","14423979243.449","24","Brazil","2004","91.26"
"Startup_983","HealthTech","1","4271477687.47","9646501858.7046","14","Brazil","2009","150.39"
"Startup_984","SaaS","8","4383340453.57","11564344492.602","20","India","2009","70.63"
"Startup_985","E-commerce","6","4445990666.93","11588289198.177","7","USA","2023","183.55"
"Startup_986","AI","9","1556488145.65","5888882903.1523","15","China","2006","179.26"
"Startup_987","AI","4","1924117356.29","7833139419.0353","4","Brazil","2002","139.55"
"Startup_988","EdTech","6","3107279413.97","10469800233.763","45","UK","2023","179.66"
"Startup_989","HealthTech","3","1686877993.58","4939505746.7225","30","USA","2011","60.87"
"Startup_990","Fintech","6","565019143.26","1808654821.7056","27","USA","2001","164.52"
"Startup_991","Blockchain","10","1412575442.29","3438388143.032","23","UK","2002","80.77"
"Startup_992","HealthTech","8","4344544804.17","10646674331.162","35","Australia","2002","100.71"
"Startup_993","EdTech","5","681453378.02","2204334100.2278","46","UK","2009","5.85"
"Startup_994","EdTech","5","1010582990.12","3220041394.8218","11","USA","2005","198.49"
"Startup_995","E-commerce","7","1757433329.04","5275395212.3827","23","Canada","2016","108.86"
"Startup_996","HealthTech","6","955461052.06","3116854205.663","30","UK","2013","76.05"
"Startup_997","HealthTech","9","974642134.91","2835485378.8767","41","Australia","2016","79.13"
"Startup_998","EdTech","6","864088859.87","1358782783.2894","15","France","2014","69.68"
"Startup_999","SaaS","4","525618457.67","2262824168.5108","6","USA","2006","172.7"
"Startup_1000","AI","5","181853746.2","296464087.08269","48","Singapore","2008","57.55"
"Startup_1001","AI","4","1859208080.05","7716744154.9073","33","Canada","2016","123.74"
"Startup_1002","EdTech","9","677893475.27","2441584546.2704","37","Brazil","2003","5.06"
"Startup_1003","E-commerce","7","740418708.57","2360448212.6362","35","Brazil","2011","60.75"
"Startup_1004","Blockchain","4","4159402619.85","20213607286.275","25","India","2023","197.54"
"Startup_1005","HealthTech","7","68265389.64","236808606.41245","40","Australia","2003","21.23"
"Startup_1006","AI","1","257087721.02","636471745.88562","46","USA","2002","178.06"
"Startup_1007","SaaS","4","77799868.42","151326180.20155","30","China","2000","90.69"
"Startup_1008","Biotech","7","2746646959.74","8510584470.1803","19","Canada","2001","131.07"
"Startup_1009","Blockchain","1","4166818283.25","20806689191.661","39","France","2015","34.23"
"Startup_1010","Biotech","8","3128706747.49","9209341903.1839","2","Singapore","2015","57.72"
"Startup_1011","SaaS","5","2323893184.45","11326386517.581","22","France","2022","135.53"
"Startup_1012","HealthTech","1","1056151568.31","3035225563.9912","34","UK","2010","10.68"
"Startup_1013","AI","5","2031988628.85","7825980800.7992","17","China","2013","67.54"
"Startup_1014","E-commerce","6","2668798208.56","9956845257.1325","7","Australia","2000","116.23"
"Startup_1015","Fintech","5","1877421840.66","5348671893.608","40","UK","2015","90.73"
"Startup_1016","AI","10","2728227780.72","4540397251.335","4","Brazil","2011","170.87"
"Startup_1017","EdTech","6","2712311357.45","4180334991.9744","31","Canada","2017","135"
"Startup_1018","E-commerce","4","3769156460.3","12531052628.915","46","USA","2018","87.46"
"Startup_1019","HealthTech","8","1718261940.94","4167043322.1258","39","China","2003","197.49"
"Startup_1020","AI","7","2646626156.88","5589535560.4957","45","Canada","2005","54.7"
"Startup_1021","Fintech","1","1388713907.98","5049178736.5302","13","France","2014","109.22"
"Startup_1022","Fintech","7","3312680032.17","15136996347.827","23","Canada","2006","40.54"
"Startup_1023","Biotech","6","880605375.88","3739016719.1673","29","China","2013","61.39"
"Startup_1024","HealthTech","2","3904882832.91","9884011806.6106","6","France","2014","82.33"
"Startup_1025","HealthTech","8","1295886301.43","3922560410.0778","23","France","2021","67.56"
"Startup_1026","Biotech","5","3425283951.11","9967548960.3292","30","Canada","2020","9.75"
"Startup_1027","EdTech","9","154767899.6","593510961.07373","36","Brazil","2005","134.48"
"Startup_1028","SaaS","5","4679429831.07","20491969215.475","9","Brazil","2011","172.33"
"Startup_1029","E-commerce","4","4818579919.74","22372951233.904","13","China","2016","102.45"
"Startup_1030","E-commerce","6","753218134.38","3184983760.8457","17","Germany","2022","186.63"
"Startup_1031","E-commerce","1","1536646444.71","7476035115.7493","47","France","2023","120.24"
"Startup_1032","E-commerce","8","3382180884.85","9499302410.2108","40","France","2017","22.02"
