Growth Rate (%),Valuation (USD),Investment_Risk,Investor_Concentration,ROI,Growth_Efficiency,Value_Creation,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Number of Investors,Country,Year Founded,cluster,risk_return
158.68,7800566657.9447,0.4162974057843146,0.0320228773680242,1.402128829306479,4.886437349344862e-08,0.184779140715883,Startup_418,Blockchain,8,3247355663.35,13,UK,2001,0,Low risk low return
101.18,14922314302.004995,0.2012437379808108,0.0044720830662402,3.96909871598267,3.3692723387790646e-08,0.110424415910726,Startup_419,EdTech,8,3003022309.46,45,China,2003,0,Low risk low return
58.05,934846172.2323904,0.2332857649502005,0.0145803603093875,3.2865881688643537,2.661790255913016e-07,0.2679117605540221,Startup_420,E-commerce,8,218086304.4,16,Brazil,2023,0,Low risk low return
113.38,2573762217.1006,0.2000602070109081,0.0100030103505454,3.9984952777014544,2.2019493130341478e-07,0.2499247638850727,Startup_421,E-commerce,7,514907401.95,20,UK,2021,0,Low risk low return
134.0,362113518.66726017,0.3453689813357067,0.0127914437531743,1.8954540043883576,1.0714618940933774e-06,0.1072390371995688,Startup_422,E-commerce,6,125062777.07,27,Singapore,2004,0,Low risk low return
42.79,6254934810.4422,0.2196475589476002,0.00549118897369,3.552748069640796,3.114534296579778e-08,0.1138187017410198,Startup_423,Biotech,1,1373881162.49,40,Brazil,2005,0,Low risk low return
28.22,2500255042.3412,0.2820111280326648,0.0060002367666524,2.545959363292117,4.002270629895516e-08,0.0754459438998322,Startup_424,SaaS,10,705099744.86,47,USA,2010,0,Low risk low return
191.58,21359062444.817,0.2325329052664115,0.0068392030960709,3.300466632257082,3.857301318989943e-08,0.1264843127134436,Startup_425,Fintech,2,4966684844.06,34,France,2006,0,Low risk low return
166.06,8291214381.2858,0.4136242823211335,0.0344686901934278,1.417653031365336,4.8421792505414264e-08,0.2014710859471113,Startup_426,E-commerce,2,3429447598.03,12,Brazil,2011,0,Low risk low return
33.31,582493718.2114697,0.4287760682585193,0.1429253560861731,1.3322197156700364,1.3336837170965937e-07,0.777406571890012,Startup_427,SaaS,7,249759366.28,3,UK,2014,0,Low risk low return
156.58,2450553096.7350006,0.6515267734117799,0.032576338670589,0.5348563417638357,9.807084217582662e-08,0.0767428170881917,Startup_428,Biotech,8,1596600952.19,20,Singapore,2005,0,Low risk low return
16.019999999999996,6998242320.0011,0.2415182165826653,0.007790910212344,3.1404744294214604,9.478151416643336e-09,0.13356369127166,Startup_429,Fintech,1,1690203004.34,31,Brazil,2008,0,Low risk low return
31.72,388822148.3948002,0.2894585104645885,0.007059963669868,2.454726545766348,2.818356065468777e-07,0.0842616230674719,Startup_430,Blockchain,2,112547879.91,41,Germany,2022,0,Low risk low return
145.9,7077226078.3749,0.3171124708333946,0.0070469437962976,2.1534552941797824,6.500981066956076e-08,0.0700767843151062,Startup_431,HealthTech,6,2244276648.36,45,Germany,2005,0,Low risk low return
44.55,11559331839.831,0.3653818909641882,0.0166082677710994,1.7368625121544727,1.0547947459761168e-08,0.1244028414615669,Startup_432,HealthTech,3,4223570525.92,22,India,2003,0,Low risk low return
155.68,8571566848.9418,0.2016160609752871,0.0126010038109554,3.9599223155271033,9.008396244107767e-08,0.309995144720444,Startup_433,AI,9,1728165544.47,16,France,2022,0,Low risk low return
87.54,10837751557.804,0.2470862859973698,0.0164724190664913,3.0471691739728715,3.269028521275431e-08,0.2698112782648581,Startup_434,SaaS,2,2677859780.98,15,Brazil,2010,0,Low risk low return
177.29,10697579212.022,0.4173914831013468,0.0463768314557052,1.39583230728546,3.9705909284718815e-08,0.2662035896983845,Startup_435,EdTech,2,4465078452.9,9,Brazil,2010,0,Low risk low return
157.62,24709061035.641,0.2020269697104053,0.0155405361315696,3.949834180225768,3.1575172458468373e-08,0.3807564754019821,Startup_436,Biotech,10,4991896725.42,13,Australia,2019,0,Low risk low return
82.19,560913136.8826504,0.2210734359675782,0.0105273064746465,3.5233838051291517,6.628065746681652e-07,0.2153992288156738,Startup_437,Blockchain,10,124002994.45,21,India,2002,0,Low risk low return
45.29999999999999,2847827469.9096003,0.4300712093871608,0.011027466907363,1.3251963353347262,3.6986578401818246e-08,0.0596204188547365,Startup_438,EdTech,7,1224768604.11,39,Australia,2000,0,Low risk low return
81.35,9703034698.9879,0.298273103721033,0.0080614352357035,2.3526321600061992,2.8108384096055312e-08,0.0906116800001675,Startup_439,E-commerce,6,2894154275.18,37,Germany,2020,0,Low risk low return
62.02,13218486616.396,0.2957665221274735,0.0109543156343508,2.381045267756864,1.5863573008893586e-08,0.1252238988058097,Startup_440,Fintech,7,3909585814.32,27,India,2003,0,Low risk low return
129.09,19324357005.744,0.2000209489889407,0.0500052372472351,3.9994763301282537,3.3397354399135866e-08,1.2498690825320633,Startup_441,SaaS,9,3865276226.89,4,India,2004,0,Low risk low return
63.68,10149948181.229,0.2361974826436713,0.0337424975205244,3.2337453761461337,2.6562195268305385e-08,0.6048207680208761,Startup_442,HealthTech,6,2397392209.37,7,France,2020,0,Low risk low return
159.73,7907473105.3097,0.2325338794633794,0.0075010928859154,3.300448615520927,8.686854172111084e-08,0.1387241488877718,Startup_443,Blockchain,4,1838755397.93,31,France,2006,0,Low risk low return
101.11,540499255.7214403,0.4002780508017969,0.0142956446714927,1.4982633896535171,4.673446052959056e-07,0.0892236924876256,Startup_444,Biotech,4,216349988.54,28,China,2021,0,Low risk low return
124.99,7580835858.9998,0.2501023813171114,0.0113682900598687,2.998362569495384,6.592351382571218e-08,0.181743753158881,Startup_445,HealthTech,4,1895985100.71,22,France,2017,0,Low risk low return
142.21,10107492553.267,0.283253195723069,0.0566506391446137,2.530410301099233,4.9672027584828e-08,0.7060820602198467,Startup_446,AI,5,2862979566.46,5,USA,2012,0,Low risk low return
8.849999999999994,8882194445.1731,0.2095442329796607,0.0349240388299434,3.772262093689137,4.754964529300592e-09,0.7953770156148562,Startup_447,HealthTech,3,1861212622.19,6,Australia,2015,0,Low risk low return
41.970000000000006,4018199278.7996,0.3333880741425544,0.0079378112891084,1.9995074136107427,3.1329786656786013e-08,0.0714168431812081,Startup_448,E-commerce,4,1339619719.08,42,USA,2020,0,Low risk low return
57.15,10412319259.192,0.2364538736205688,0.0071652688975929,3.2291546536669262,2.321252186381966e-08,0.1281562016262704,Startup_449,SaaS,8,2462033222.21,33,Australia,2022,0,Low risk low return
56.59,12219118063.44,0.3287246568594973,0.0102726455268592,2.042059605609132,1.4088590697597043e-08,0.0950643626752854,Startup_450,Biotech,7,4016725392.53,32,Germany,2002,0,Low risk low return
180.66,8476805524.1847,0.4567432711100662,0.0182697308444026,1.189413754404319,4.666138532283096e-08,0.0875765501761727,Startup_451,HealthTech,8,3871723883.68,25,Germany,2018,0,Low risk low return
186.26,8903440127.3841,0.3677370250617907,0.0099388385151835,1.7193345566222773,5.6888488861583434e-08,0.0734955285573588,Startup_452,Blockchain,9,3274124585.26,37,Germany,2019,0,Low risk low return
28.629999999999995,5729941239.1148,0.3066103238855223,0.017033906882529,2.26146878333218,1.6296127197497342e-08,0.1811927101851211,Startup_453,E-commerce,2,1756859139.17,18,Australia,2015,0,Low risk low return
138.53,10612758532.763,0.36363353605062,0.0454541920063275,1.750021383783463,3.5896460012676954e-08,0.3437526729729329,Startup_454,AI,5,3859154912.52,8,China,2000,0,Low risk low return
139.19,7579318472.8833,0.6002933974931884,0.2000977991643961,0.6658520719634387,3.0592453757703604e-08,0.555284023987813,Startup_455,EdTech,4,4549814836.77,3,Singapore,2003,0,Low risk low return
138.28,5869476861.449,0.2993911193247608,0.0997970397749202,2.3401124330453587,7.869027481394485e-08,1.1133708110151197,Startup_456,AI,6,1757269247.4,3,Germany,2018,0,Low risk low return
26.66,11447776849.025,0.3828129414929365,0.0136718907676048,1.612241885292824,6.0834841192627e-09,0.0932943530461722,Startup_457,E-commerce,3,4382357129.13,28,China,2007,0,Low risk low return
128.51,16899800631.627,0.2510783439657356,0.0062769585991433,2.982820597767161,3.0286290718790694e-08,0.099570514944179,Startup_458,Fintech,4,4243173955.94,40,Brazil,2009,0,Low risk low return
30.97,1055415336.4315996,0.4960324400724005,0.0413360366727,1.0159971792450526,5.915721563447797e-08,0.1679997649370877,Startup_459,HealthTech,9,523520244.62,12,India,2014,0,Low risk low return
158.88,8376071870.8526,0.4730939855338944,0.0098561246986228,1.1137449018115997,4.009418677130365e-08,0.0440363521210749,Startup_460,Blockchain,8,3962669224.5,48,Germany,2010,0,Low risk low return
157.1,1188344620.6233006,0.3289748557829545,0.0548291426304924,2.039745994021388,4.018565720525438e-07,0.5066243323368981,Startup_461,SaaS,1,390935500.19,6,Australia,2017,0,Low risk low return
30.42,7826223562.9139,0.4749171443150212,0.0113075510551195,1.105630449375148,8.184442695136009e-09,0.0501340583184559,Startup_462,E-commerce,7,3716807745.27,42,France,2004,0,Low risk low return
112.08,10115171689.124,0.2542475706710145,0.0115567077577733,2.93317425751909,4.358108634544754e-08,0.1787806480690495,Startup_463,Fintech,6,2571757828.88,22,Australia,2005,0,Low risk low return
95.31,13958967022.687,0.2766317262777436,0.0172894828923589,2.6149143608928664,2.4682162166923596e-08,0.2259321475558041,Startup_464,SaaS,6,3861493144.54,16,China,2020,0,Low risk low return
160.38,1816171177.1342,0.2759323225417369,0.0065698172033746,2.624077059144611,3.2003011944213044e-07,0.0862875490272526,Startup_465,SaaS,9,501140331.04,42,Canada,2002,0,Low risk low return
12.189999999999998,11033417478.087,0.3751460388977916,0.0197445283630416,1.665628572110419,2.945054182764406e-09,0.1402962406373904,Startup_466,Blockchain,5,4139142862.41,19,Brazil,2007,0,Low risk low return
72.02,303501854.8341904,0.4622254201268114,0.0171194600046967,1.1634465705621515,5.133788131114043e-07,0.0801276507615611,Startup_467,SaaS,4,140286272.36,27,Brazil,2010,0,Low risk low return
194.79,3325889402.0994,0.2285576023244087,0.0380929337207347,3.375264659018544,2.562495921819444e-07,0.7292107765030907,Startup_468,Blockchain,5,760157307.34,6,Germany,2018,0,Low risk low return
53.53,11400032621.092,0.255035046013886,0.0060722630003306,2.921029739361987,1.84115895913938e-08,0.0933578509371901,Startup_469,SaaS,4,2907407844.08,42,China,2020,0,Low risk low return
38.900000000000006,19018734945.042,0.2626671490945986,0.0084731338417612,2.807099606657906,7.786857281882453e-09,0.1228096647309002,Startup_470,AI,7,4995596887.4,31,Singapore,2017,0,Low risk low return
79.65,7906569128.6055,0.5044545402088279,0.0112101008935295,0.9823391808229784,1.9969889997078703e-08,0.0440519817960661,Startup_471,Biotech,8,3988504694.4,45,Germany,2005,0,Low risk low return
196.24,3450994916.5212,0.2926851357196993,0.0146342567859849,2.416640881133392,1.9428646599963722e-07,0.1708320440566696,Startup_472,Blockchain,4,1010054915.51,20,Australia,2002,0,Low risk low return
67.37,15052660727.043,0.2876562426562177,0.015139802245064,2.476371625958817,1.5558920823883694e-08,0.182966927682043,Startup_473,Blockchain,3,4329991826.72,19,France,2001,0,Low risk low return
62.14,7258537239.8772,0.6631622699729287,0.0390095452925252,0.5079265592730744,1.2909289199267662e-08,0.0887015623101808,Startup_474,SaaS,5,4813588032.68,17,India,2014,0,Low risk low return
115.82,9773686020.2768,0.2585075940927807,0.0123098854329895,2.8683583107469217,4.58407665870588e-08,0.1842075386069963,Startup_475,Blockchain,10,2526572058.52,21,Brazil,2021,0,Low risk low return
12.72,92212414.56897068,0.4406514175985256,0.0089928860734392,1.269367486549409,3.130419538826594e-07,0.0463136221744777,Startup_476,HealthTech,10,40633531.2,49,Canada,2019,0,Low risk low return
28.5,13064573762.923,0.258440968854431,0.0112365638632361,2.869355560895061,8.440890264516101e-09,0.1682328504736983,Startup_477,Blockchain,8,3376421100.96,23,Brazil,2004,0,Low risk low return
157.35,10468161331.876,0.3813391739458994,0.0254226115963932,1.622337457892196,3.9417122636701915e-08,0.1748224971928131,Startup_478,SaaS,10,3991919995.03,15,USA,2021,0,Low risk low return
121.98,2787506789.7262,0.5410098267269614,0.0108201965345392,0.8483952612281906,8.08849165123508e-08,0.0369679052245638,Startup_479,AI,4,1508068565.31,50,India,2002,0,Low risk low return
76.65,5743476560.1111,0.2828324737654326,0.0085706810231949,2.5356618944306617,4.7185442714310995e-08,0.1071412695282018,Startup_480,AI,7,1624441683.51,33,India,2008,0,Low risk low return
40.85000000000001,11102796615.214,0.3465992081064368,0.0111806196163366,1.8851768169444605,1.0615296042681722e-08,0.0930702199014342,Startup_481,SaaS,5,3848220514.6,31,UK,2007,0,Low risk low return
146.29,3086549364.8581,0.4463601866556695,0.0318828704754049,1.2403431800054745,1.0618323735057717e-07,0.1600245128575338,Startup_482,Biotech,1,1377712750.62,14,Brazil,2007,0,Low risk low return
107.36,22259404289.178,0.2216377223710592,0.0054057981066112,3.511867336038718,2.1761322580973912e-08,0.1100455447814321,Startup_483,HealthTech,2,4933523667.99,41,Australia,2012,0,Low risk low return
139.35,5682989709.758,0.6035402831876774,0.0201180094395892,0.656890232278065,4.06278500683367e-08,0.0552296744092688,Startup_484,HealthTech,9,3429913218.78,30,France,2019,0,Low risk low return
119.32,8352785480.5013,0.3240547819058261,0.0064810956381165,2.0858979895893373,4.408222250856864e-08,0.0617179597917867,Startup_485,Blockchain,3,2706760077.19,50,USA,2018,0,Low risk low return
133.14,1004742310.8957005,0.4930271880840726,0.0352162277202909,1.0282857095286126,2.687713620081362e-07,0.1448775506806152,Startup_486,Blockchain,10,495365276.29,14,Singapore,2012,0,Low risk low return
41.63,7137672553.4392,0.4031340948449002,0.0237137702849941,1.480564191388314,1.4467725510571108e-08,0.1459155406699008,Startup_487,HealthTech,9,2877439164.13,17,Australia,2011,0,Low risk low return
170.44,6172130469.5464,0.2032041139973137,0.0084668380832214,3.921160208465168,1.35895141891329e-07,0.205048342019382,Startup_488,EdTech,3,1254202303.54,24,India,2017,0,Low risk low return
177.77,12628191593.272,0.2927419343874675,0.0209101381705333,2.415977974226336,4.8087519103032025e-08,0.2439984267304525,Startup_489,Blockchain,1,3696801234.83,14,Australia,2008,0,Low risk low return
81.88,12749551945.761,0.2460425324125193,0.0273380591569465,3.06433794269107,2.6101936143582752e-08,0.4515931047434522,Startup_490,HealthTech,9,3136932047.86,9,Brazil,2020,0,Low risk low return
55.97,21060386398.614,0.2312481954846997,0.0070075210752939,3.32435806862832,1.1492396982661984e-08,0.1310411535947975,Startup_491,AI,10,4870176350.89,33,India,2003,0,Low risk low return
9.989999999999997,4420104126.1007,0.6373601364579747,0.0172259496339993,0.5689716736244868,3.5460764209045563e-09,0.0424046398276888,Startup_492,E-commerce,3,2817198168.97,37,Brazil,2012,0,Low risk low return
21.710000000000008,7670344690.6917,0.4727994579749406,0.015759981932498,1.1150616463968157,5.986430883477555e-09,0.0705020548798938,Startup_493,SaaS,6,3626534812.24,30,USA,2012,0,Low risk low return
45.13999999999999,5956777725.8225,0.2948636555794054,0.0077595698836685,2.3913979599656168,2.569975093232304e-08,0.0892473147359372,Startup_494,Blockchain,5,1756437255.71,38,UK,2008,0,Low risk low return
57.26,5391080517.4301,0.2542593154059255,0.0363227593437036,2.9329925765099225,4.177328722931248e-08,0.5618560823585603,Startup_495,HealthTech,2,1370732441.66,7,China,2003,0,Low risk low return
20.849999999999994,2820390777.1157,0.4500727549847347,0.0115403270508906,1.221862996425805,1.6425327955033812e-08,0.0569708460622001,Startup_496,EdTech,4,1269381047.19,39,Singapore,2007,0,Low risk low return
123.6,11671084677.438,0.2633372166111873,0.0082292880190996,2.7974123554153074,4.02156423418534e-08,0.1186691361067283,Startup_497,E-commerce,9,3073430953.79,32,China,2008,0,Low risk low return
17.039999999999992,15688920884.077,0.2535707052094071,0.0120747954861622,2.9436732219290342,4.2832896027841906e-09,0.1877939629490016,Startup_498,HealthTech,6,3978250732.55,21,Canada,2016,0,Low risk low return
55.03,17882874003.694,0.2459707299621629,0.0307463412452703,3.065524382327229,1.2510618075889432e-08,0.5081905477909036,Startup_499,E-commerce,1,4398663572.51,8,Brazil,2000,0,Low risk low return
12.730000000000004,6253830708.7521,0.2636133633458977,0.0059912128033158,2.7934343969044537,7.721734425112002e-09,0.0862144181114648,Startup_500,EdTech,8,1648593346.93,44,Canada,2013,0,Low risk low return
193.0,1126635500.4877996,0.3215357275295825,0.0200959829705989,2.110074291535756,5.327759847852414e-07,0.1943796432209847,Startup_501,E-commerce,5,362253565.31,16,Australia,2003,0,Low risk low return
12.409999999999997,18524621284.266,0.2152515564367714,0.0058176096334262,3.645727150845214,3.1122619489639682e-09,0.1255601932660868,Startup_502,E-commerce,6,3987453563.84,37,Germany,2004,0,Low risk low return
147.84,10753185663.152,0.2542457757070491,0.0090802062752517,2.933202025555913,5.4075564737132984e-08,0.1404715009127111,Startup_503,EdTech,6,2733952030.25,28,Australia,2013,0,Low risk low return
86.34,15261720000.752,0.2919773383884931,0.0364971672985616,2.424923336582516,1.9375789941498323e-08,0.4281154170728144,Startup_504,SaaS,9,4456076385.05,8,China,2003,0,Low risk low return
189.17,2383622908.3671,0.4290281400427386,0.0115953551362902,1.33084944008657,1.849817716692584e-07,0.0629959308131505,Startup_505,HealthTech,1,1022641302.94,37,Germany,2001,0,Low risk low return
154.91,481966079.79183006,0.4605039739640248,0.0767506623273374,1.171533920526213,6.979584948675427e-07,0.3619223200877021,Startup_506,Biotech,2,221947295.06,6,India,2015,0,Low risk low return
56.82,2185894217.1989,0.5967695260439506,0.0126972239583819,0.6756887816124051,4.3557751249841575e-08,0.0356529528002639,Startup_507,HealthTech,7,1304475055.98,47,China,2014,0,Low risk low return
101.42,13445442007.338,0.3431274673076669,0.0285939556089722,1.914368843294452,2.198330764623505e-08,0.2428640702745376,Startup_508,SaaS,4,4613500462.81,12,India,2020,0,Low risk low return
73.6,7421407024.165,0.6012299994867923,0.0668033332763102,0.6632569912572497,1.649494686896072e-08,0.1848063323619166,Startup_509,SaaS,6,4461972541.33,9,Germany,2016,0,Low risk low return
59.8,6324101450.3688,0.5226929175744376,0.0871154862624062,0.9131692172920792,1.809071535172708e-08,0.3188615362153466,Startup_510,Fintech,7,3305563038.13,6,Australia,2018,0,Low risk low return
179.92,837894052.3803997,0.3766470744164245,0.0076866749880902,1.655005356272569,5.701061635936905e-07,0.0541837827810728,Startup_511,EdTech,2,315590343.5,49,USA,2014,0,Low risk low return
106.58,5685252213.344,0.6280984522935771,0.057099859299416,0.5921070914096025,2.9846833075260815e-08,0.1447370083099638,Startup_512,Fintech,3,3570898116.1,11,Singapore,2018,0,Low risk low return
181.47,13010622393.17,0.2465335011093569,0.0050312959410072,3.0562438593545216,5.65758155846163e-08,0.0827804869256024,Startup_513,AI,10,3207554290.2,49,UK,2011,0,Low risk low return
76.01,9659678651.2634,0.3775325504935949,0.0080326074573105,1.6487782277119591,2.084268435389964e-08,0.0563569835683395,Startup_514,SaaS,9,3646843118.16,47,Australia,2022,0,Low risk low return
104.93,15422654399.685,0.2064011835923015,0.0172000986326917,3.844933457238657,3.2963123888611265e-08,0.403744454769888,Startup_515,SaaS,9,3183254122.23,12,Australia,2009,0,Low risk low return
173.52,8496258428.8137,0.2541981879536066,0.0211831823294672,2.9339383496412195,8.034324616524825e-08,0.3278281958034349,Startup_516,AI,7,2159733496.99,12,Australia,2023,0,Low risk low return
127.17,14432775342.351,0.2905496752821289,0.0100189543200734,2.4417522546840997,3.032595075070853e-08,0.1186811122304861,Startup_517,SaaS,7,4193438189.14,29,China,2009,0,Low risk low return
131.84,10605001534.118,0.313821842384749,0.0149438972564166,2.1865213472744487,3.961441901475437e-08,0.1517391117749737,Startup_518,HealthTech,2,3328081119.93,21,USA,2023,0,Low risk low return
168.3,5273390680.2372,0.6219685617873602,0.0159479118407015,0.6077983059566312,5.1312802578156355e-08,0.0412255975886315,Startup_519,HealthTech,10,3279883217.13,39,Brazil,2016,0,Low risk low return
155.78,3952743542.8777,0.238413117222859,0.0183394705556045,3.1944000885875767,1.653038297861535e-07,0.3226461606605828,Startup_520,HealthTech,6,942385909.64,13,Germany,2007,0,Low risk low return
168.2,4286023438.7022,0.2834834182329868,0.0065926376333252,2.5275431848297,1.384343254707015e-07,0.0820358880192953,Startup_521,AI,1,1215016575.03,43,France,2013,0,Low risk low return
78.85,3762082615.1019,0.3531512638416671,0.011391976252957,1.8316478019128457,5.9348890501379966e-08,0.0913434774810595,Startup_522,Fintech,3,1328584230.2,31,Canada,2013,0,Low risk low return
25.599999999999994,15070175400.396,0.2252048744098107,0.0125113819116561,3.440401224088409,7.542995905255105e-09,0.2466889568938005,Startup_523,E-commerce,7,3393876958.38,18,UK,2006,0,Low risk low return
16.789999999999992,10674814029.422,0.3151815935150464,0.0095509573792438,2.1727741104661336,4.990333055723575e-09,0.0961446700141252,Startup_524,Blockchain,4,3364504896.27,33,France,2021,0,Low risk low return
133.57,10994541411.927,0.3745338035157096,0.0133762072684182,1.6699859681906,3.2437007821385094e-08,0.0953566417210928,Startup_525,SaaS,8,4117827412.92,28,Brazil,2018,0,Low risk low return
163.09,14572631456.859,0.2383158477809024,0.0103615585991696,3.196112047568729,4.6960901733082615e-08,0.1824396542421186,Startup_526,SaaS,6,3472889020.04,23,Canada,2017,0,Low risk low return
40.3,3920483700.3587,0.3194643415773947,0.024574180121338,2.130239810372501,3.2176811332354215e-08,0.2407876777209616,Startup_527,HealthTech,3,1252454744.0,13,Singapore,2018,0,Low risk low return
144.61,3886249798.9865,0.62097219426537,0.0159223639555223,0.610378064001774,5.99232637840287e-08,0.0412917452308147,Startup_528,HealthTech,10,2413253065.14,39,UK,2013,0,Low risk low return
129.66,142418077.84457016,0.2945113484523776,0.0490852247420629,2.3954548958974997,3.091283694212949e-06,0.5659091493162499,Startup_529,Biotech,6,41943740.15,6,UK,2000,0,Low risk low return
26.16,15942760743.173,0.2427949161802206,0.0110361325536463,3.118702383610557,6.758255743215036e-09,0.1872137447095707,Startup_530,AI,9,3870821258.32,22,Brazil,2013,0,Low risk low return
197.47,4054970962.4647,0.3268790089644294,0.0093394002561265,2.059235902507337,1.489794425805047e-07,0.0874067400716381,Startup_531,EdTech,7,1325484889.59,35,India,2003,0,Low risk low return
27.239999999999995,1594154242.3710003,0.2286260634027028,0.0050805791867267,3.373954505084558,7.473964410200087e-08,0.097198989001879,Startup_532,AI,4,364465208.89,45,Canada,2021,0,Low risk low return
179.07,5499558878.3772,0.5739948648047712,0.0151051280211781,0.7421758648313395,5.6726628265029856e-08,0.0458467332850352,Startup_533,EdTech,3,3156718554.88,38,India,2017,0,Low risk low return
39.50000000000001,2869722380.1026,0.4590203395015877,0.011195618036624,1.178552700052066,2.9986465676509096e-08,0.0531354317085869,Startup_534,SaaS,6,1317260941.19,41,China,2000,0,Low risk low return
38.8,13301570491.421,0.3585831040595007,0.0119527701353166,1.788753816560379,8.134652081295954e-09,0.0929584605520126,Startup_535,E-commerce,8,4769718435.68,30,France,2000,0,Low risk low return
57.32,13479671834.972,0.2220126374104875,0.0055503159352621,3.504248098954214,1.915354499671259e-08,0.1126062024738553,Startup_536,AI,6,2992657495.51,40,Germany,2006,0,Low risk low return
24.58,6724103256.7816,0.3738993765056126,0.0138481250557634,1.6745163614494254,9.776710686012316e-09,0.0990561615351639,Startup_537,SaaS,1,2514138015.27,27,Canada,2007,0,Low risk low return
42.91,16766620903.778,0.2147569524219784,0.0268446190527472,3.656426666155556,1.191696701389083e-08,0.5820533332694444,Startup_538,SaaS,1,3600748407.71,8,China,2023,0,Low risk low return
162.66,3471457132.8438,0.2388692360693803,0.0091872783103607,3.186390916030504,1.961592266137777e-07,0.1610150352319424,Startup_539,HealthTech,1,829224313.37,26,Singapore,2017,0,Low risk low return
40.68,4000479317.2472,0.6076779335239298,0.0552434485021754,0.6456085449754461,1.6733833698624403e-08,0.1496007768159496,Startup_540,E-commerce,7,2431003004.61,11,Brazil,2004,0,Low risk low return
40.64,8416809238.9874,0.450492127597057,0.0563115159496321,1.2197946173533376,1.0718129719676622e-08,0.2774743271691672,Startup_541,Fintech,3,3791706301.65,8,India,2016,0,Low risk low return
191.28,8101795618.5884,0.270051870559431,0.0062802760595216,2.702992310064104,8.742609693139513e-08,0.0861161002340489,Startup_542,EdTech,4,2187905061.69,43,Australia,2021,0,Low risk low return
63.05,8167356543.2014,0.4289011017911208,0.0329923924454708,1.3315398254374509,1.7998918648433283e-08,0.1793492173413423,Startup_543,Fintech,5,3502988220.1,13,Singapore,2023,0,Low risk low return
185.74,2089939741.275,0.2960768409248498,0.0140988971868976,2.377501586670265,3.001699677357292e-07,0.1608334088890602,Startup_544,Biotech,5,618782756.32,21,Singapore,2022,0,Low risk low return
131.61,12343606125.633,0.2782889785057722,0.0067875360611163,2.5933870086028508,3.8313411768715926e-08,0.0876435855756792,Startup_545,HealthTech,6,3435089539.78,41,Australia,2001,0,Low risk low return
137.33,2332348476.810101,0.4128389848788441,0.0089747605408444,1.422251862414278,1.426235622904463e-07,0.0526576491829191,Startup_546,Fintech,3,962884377.55,46,UK,2006,0,Low risk low return
34.0,512516312.16224,0.3966739585171361,0.0079334791703427,1.520962060978854,1.6723898935366605e-07,0.050419241219577,Startup_547,Biotech,5,203301874.35,50,France,2018,0,Low risk low return
149.51,15373998335.573996,0.252385890836974,0.0087029617529991,2.9621866209864294,3.8531714962720785e-08,0.136627124861601,Startup_548,HealthTech,7,3880180265.65,29,China,2007,0,Low risk low return
38.45,10351195646.475,0.2407391100542675,0.0053497580012059,3.153874290615179,1.5429760187031492e-08,0.0923083175692262,Startup_549,HealthTech,10,2491937627.93,45,India,2005,0,Low risk low return
199.77,13581487933.155,0.2081030783365306,0.0050756848374763,3.805310944910031,7.068128118136739e-08,0.1172027059734153,Startup_550,SaaS,6,2826349447.28,41,Germany,2010,0,Low risk low return
108.84,13694235400.72,0.2123447920828871,0.0193040720075351,3.7093219955668046,3.742907807547562e-08,0.428120181415164,Startup_551,HealthTech,8,2907899568.9,11,India,2011,0,Low risk low return
5.659999999999997,6426399994.7303,0.5792855118266309,0.0263311596284832,0.7262644750888936,1.520393523125721e-09,0.0784665670494951,Startup_552,E-commerce,8,3722720410.15,22,India,2017,0,Low risk low return
57.59,14645860799.797,0.2230158685275277,0.0058688386454612,3.483985855367804,1.763179023347068e-08,0.1179996277728369,Startup_553,Blockchain,1,3266259366.6,38,Canada,2000,0,Low risk low return
151.63,16765883291.597,0.2865889233416175,0.0057317784668323,2.489318387954538,3.1557260536981215e-08,0.0697863677590907,Startup_554,HealthTech,10,4804916441.41,50,India,2000,0,Low risk low return
58.98,461355264.66852,0.5499754051626697,0.0109995081032533,0.8182631270651521,2.324481098343044e-07,0.036365262541303,Startup_555,HealthTech,10,253734048.61,50,Brazil,2023,0,Low risk low return
133.2,8116958853.8417,0.3415553311863651,0.3415553311863651,1.9277833155951043,4.804517857728117e-08,2.9277833155951045,Startup_556,EdTech,6,2772390569.55,1,Australia,2005,0,Low risk low return
10.75,4009757128.2363,0.5256244767989336,0.2628122383994668,0.9024989210738914,5.100524233132327e-09,0.9512494605369458,Startup_557,Biotech,10,2107626492.62,2,Germany,2004,0,Low risk low return
44.25,14573406135.191,0.2813455145286296,0.0093781838176209,2.5543484731768857,1.0792255323090661e-08,0.1184782824392295,Startup_558,HealthTech,6,4100162447.54,30,USA,2012,0,Low risk low return
108.78,6814566400.1255,0.3101701608045192,0.0155085080402259,2.2240367590686363,5.1464861894225206e-08,0.1612018379534318,Startup_559,EdTech,1,2113675156.14,20,USA,2012,0,Low risk low return
22.11,3667166666.897,0.626806863391072,0.018994147375487,0.5953877636085945,9.61887654897163e-09,0.0483450837457149,Startup_560,EdTech,4,2298605236.01,33,Singapore,2010,0,Low risk low return
62.67,14789253841.71,0.226299172836635,0.0064656906524752,3.4189290993206507,1.872537246425441e-08,0.1262551171234471,Startup_561,Fintech,2,3346795911.25,35,USA,2000,0,Low risk low return
